Time,Source,Target,Type,Tags,Fields
"7/17/2025, 7:32:14 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:14 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:13 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:13 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:13 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:13 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"attack-t1021, smb-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:32:13 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:13 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:13 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:11 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:11 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:11 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:11 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:11 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:11 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:11 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:11 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:11 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:11 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:11 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"attack-t1021, smb-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:32:10 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:10 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:10 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:10 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:10 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:09 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"attack-t1021, smb-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:32:09 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:08 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:08 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:08 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:08 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:08 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:08 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:08 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:08 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:08 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:08 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:07 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:07 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:07 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"attack-t1021, smb-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:32:07 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:07 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:07 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:06 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:05 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:05 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:05 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:05 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:05 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:05 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:05 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:05 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:05 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:05 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:05 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"attack-t1021, smb-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:32:04 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:04 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:04 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:04 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:04 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:03 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"attack-t1021, smb-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:32:03 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:02 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:02 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:02 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:02 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:02 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:02 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:02 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:02 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:02 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:02 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:01 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"attack-t1021, smb-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:32:01 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:01 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:01 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:00 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:32:00 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:32:00 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:59 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:59 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:59 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:59 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:59 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:59 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:59 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:59 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:59 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:59 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:59 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"attack-t1021, smb-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:58 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:58 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:58 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:57 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"attack-t1021, smb-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:57 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:57 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:57 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:56 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:56 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:56 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:56 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:56 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:56 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:56 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:56 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:56 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:56 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:55 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:55 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:55 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:54 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:54 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:54 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:54 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"attack-t1021, smb-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:53 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:53 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:53 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:53 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:53 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:53 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:53 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:53 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:53 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:53 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:52 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"attack-t1021, smb-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:52 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:52 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:52 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:51 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:51 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:51 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:50 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:50 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:50 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:50 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:50 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:50 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:50 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:50 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:50 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:50 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:49 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:49 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:49 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:48 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:48 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:48 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:47 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:47 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:47 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:47 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:47 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:47 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:47 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"mssql-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:46 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:46 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:46 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:46 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:46 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:46 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:46 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:45 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"mssql-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:45 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:45 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:45 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:44 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:44 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:44 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:44 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:44 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:44 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:43 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"mssql-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:43 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:43 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:43 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:43 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:43 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:43 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:43 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:42 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:42 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:42 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:41 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:41 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:41 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:41 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:41 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"mssql-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:40 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:40 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:40 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:40 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:40 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:40 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:40 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:40 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:40 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:39 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"mssql-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:39 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:39 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:39 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:38 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:38 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:38 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:37 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"mssql-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:37 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:37 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:37 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:37 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:37 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:37 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:37 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:37 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:37 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:37 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:36 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:36 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:36 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:35 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:35 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:35 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:35 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"mssql-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:34 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:34 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:34 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:34 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:34 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:34 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:34 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:34 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:34 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:34 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:33 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"mssql-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:33 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:33 PM",Ubuntu1804BionicBeaver,Unknown,PingScanEvent,,[object Object]
"7/17/2025, 7:31:33 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:32 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:32 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:32 PM",Ubuntu1804BionicBeaver,10.0.2.5,ExploitationEvent,"ssh-exploiter, attack-t1021, attack-t1110",[object Object]
"7/17/2025, 7:31:32 PM",Ubuntu1804BionicBeaver,10.0.2.5,PropagationEvent,"attack-t1222, attack-t1021, attack-t1105, attack-t1059, ssh-exploiter",[object Object]
"7/17/2025, 7:31:31 PM",Ubuntu1804BionicBeaver,10.0.2.2,ExploitationEvent,"mssql-exploiter, attack-t1110, attack-t1210",[object Object]
"7/17/2025, 7:31:31 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:31 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:31 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
"7/17/2025, 7:31:31 PM",Ubuntu1804BionicBeaver,Unknown,TCPScanEvent,,[object Object]
